"LOCATION","Country","INDICATOR","Indicator","SEX","Sex","AGE","Age","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"FRA","France","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,7.9461073875,,
"FRA","France","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,8.2425117493,,
"FRA","France","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,8.135055542,,
"FRA","France","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,7.8628873825,,
"FRA","France","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,8.0739774704,"B","Break"
"FRA","France","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,8.0632715225,,
"FRA","France","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,8.3462982178,,
"FRA","France","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,8.0213594437,,
"FRA","France","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2018","2018","PC","Percentage","0","Units",,,8.0711574554,,
"FRA","France","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2000","2000","PC","Percentage","0","Units",,,3.7775719166,,
"FRA","France","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2001","2001","PC","Percentage","0","Units",,,3.7405400276,,
"FRA","France","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2002","2002","PC","Percentage","0","Units",,,3.6336991787,,
"FRA","France","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2003","2003","PC","Percentage","0","Units",,,3.8596243858,"B","Break"
"FRA","France","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,3.6067812443,,
"FRA","France","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,3.664170742,"B","Break"
"FRA","France","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,4.1234822273,,
"FRA","France","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,3.9227786064,,
"FRA","France","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,3.696010828,,
"FRA","France","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,4.0531191826,,
"FRA","France","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,4.5220046043,,
"FRA","France","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,4.5154490471,,
"FRA","France","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,4.5840196609,,
"FRA","France","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,4.7044234276,,
"FRA","France","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,5.2358970642,"B","Break"
"FRA","France","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,5.1629743576,,
"FRA","France","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,5.2548160553,,
"FRA","France","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,5.5365815163,,
"FRA","France","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2018","2018","PC","Percentage","0","Units",,,5.5726594925,,
"DEU","Germany","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2000","2000","PC","Percentage","0","Units",,,5.7187438011,,
"DEU","Germany","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2001","2001","PC","Percentage","0","Units",,,5.6467432976,,
"DEU","Germany","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2002","2002","PC","Percentage","0","Units",,,5.7841749191,,
"DEU","Germany","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2003","2003","PC","Percentage","0","Units",,,6.2249732018,,
"DEU","Germany","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,6.6940889359,,
"DEU","Germany","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,7.1562438011,"B","Break"
"DEU","Germany","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,7.0063595772,,
"DEU","Germany","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,6.7218232155,,
"DEU","Germany","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,6.5866265297,,
"DEU","Germany","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,6.781106472,,
"DEU","Germany","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,6.7790260315,"B","Break"
"DEU","Germany","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,6.8577752113,"B","Break"
"DEU","Germany","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,6.825273037,,
"DEU","Germany","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,6.416665554,,
"DEU","Germany","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,6.2354450226,,
"DEU","Germany","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,6.0466833115,,
"DEU","Germany","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,5.7828154564,,
"DEU","Germany","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,5.5521016121,,
"DEU","Germany","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2018","2018","PC","Percentage","0","Units",,,5.3314080238,,
"DEU","Germany","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2000","2000","PC","Percentage","0","Units",,,3.723549366,,
"DEU","Germany","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2001","2001","PC","Percentage","0","Units",,,3.6359884739,,
"DEU","Germany","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2002","2002","PC","Percentage","0","Units",,,3.6558027267,,
"DEU","Germany","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2003","2003","PC","Percentage","0","Units",,,3.8990595341,,
"DEU","Germany","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,4.1172485352,,
"DEU","Germany","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,4.7474503517,"B","Break"
"DEU","Germany","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,4.7689480782,,
"DEU","Germany","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,4.7941098213,,
"DEU","Germany","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,4.6835465431,,
"DEU","Germany","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,4.721663475,,
"DEU","Germany","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,4.7834625244,"B","Break"
"DEU","Germany","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,4.9062848091,"B","Break"
"DEU","Germany","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,4.8588886261,,
"DEU","Germany","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,4.6676745415,,
"DEU","Germany","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,4.5529928207,,
"DEU","Germany","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,4.3973932266,,
"DEU","Germany","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,4.3726086617,,
"DEU","Germany","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,4.3250179291,,
"DEU","Germany","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2018","2018","PC","Percentage","0","Units",,,4.1817541122,,
"GRC","Greece","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2000","2000","PC","Percentage","0","Units",,,27.074705124,,
"GRC","Greece","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2001","2001","PC","Percentage","0","Units",,,25.573781967,"B","Break"
"GRC","Greece","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2002","2002","PC","Percentage","0","Units",,,26.017286301,,
"GRC","Greece","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2003","2003","PC","Percentage","0","Units",,,25.991754532,,
"GRC","Greece","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,24.535316467,"B","Break"
"GRC","Greece","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,24.300954819,"B","Break"
"GRC","Greece","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,23.841304779,,
"GRC","Greece","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,23.485183716,,
"GRC","Greece","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,22.759838104,,
"GRC","Greece","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,23.425048828,"B","Break"
"GRC","Greece","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,24.335063934,,
"GRC","Greece","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,25.550756454,,
"GRC","Greece","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,27.715322495,,
"GRC","Greece","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,28.875846863,,
"GRC","Greece","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,28.463750839,,
"GRC","Greece","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,26.705406189,,
"GRC","Greece","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,25.236639023,,
"GRC","Greece","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,25.506340027,,
"GRC","Greece","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2018","2018","PC","Percentage","0","Units",,,24.536315918,,
"GRC","Greece","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2000","2000","PC","Percentage","0","Units",,,17.463827133,,
"GRC","Greece","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2001","2001","PC","Percentage","0","Units",,,16.714452744,"B","Break"
"GRC","Greece","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2002","2002","PC","Percentage","0","Units",,,17.713018417,,
"GRC","Greece","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2003","2003","PC","Percentage","0","Units",,,17.821842194,,
"GRC","Greece","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,16.46663475,"B","Break"
"GRC","Greece","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,16.386453629,"B","Break"
"GRC","Greece","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,16.43434906,,
"GRC","Greece","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,15.745887756,,
"GRC","Greece","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,16.379789352,,
"GRC","Greece","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,16.425254822,"B","Break"
"GRC","Greece","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,17.538393021,,
"GRC","Greece","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,18.296470642,,
"GRC","Greece","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,19.21064949,,
"GRC","Greece","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,19.688503265,,
"GRC","Greece","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,19.017021179,,
"GRC","Greece","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,18.212120056,,
"GRC","Greece","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,18.024368286,,
"GRC","Greece","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,17.762817383,,
"GRC","Greece","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2018","2018","PC","Percentage","0","Units",,,17.483995438,,
"HUN","Hungary","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2000","2000","PC","Percentage","0","Units",,,11.704945564,,
"HUN","Hungary","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2001","2001","PC","Percentage","0","Units",,,10.179497719,"B","Break"
"HUN","Hungary","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2002","2002","PC","Percentage","0","Units",,,9.5129156113,,
"HUN","Hungary","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2003","2003","PC","Percentage","0","Units",,,9.4135437012,,
"HUN","Hungary","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,9.8696727753,,
"HUN","Hungary","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,8.7711782455,"B","Break"
"HUN","Hungary","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,8.100979805,,
"HUN","Hungary","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,7.8412809372,,
"HUN","Hungary","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,7.8664679527,,
"HUN","Hungary","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,7.8594565392,,
"HUN","Hungary","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,7.6708860397,,
"HUN","Hungary","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,7.6369452477,,
"HUN","Hungary","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,6.7432346344,,
"HUN","Hungary","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,6.4236021042,,
"HUN","Hungary","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,6.2559585571,,
"HUN","Hungary","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,5.9665241241,,
"HUN","Hungary","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,5.9170837402,,
"HUN","Hungary","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,5.5111522675,,
"HUN","Hungary","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2018","2018","PC","Percentage","0","Units",,,6.1662864685,,
"HUN","Hungary","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2000","2000","PC","Percentage","0","Units",,,6.500058651,,
"HUN","Hungary","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2001","2001","PC","Percentage","0","Units",,,6.1351099014,"B","Break"
"HUN","Hungary","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2002","2002","PC","Percentage","0","Units",,,5.7922120094,,
"HUN","Hungary","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2003","2003","PC","Percentage","0","Units",,,5.4898219109,,
"HUN","Hungary","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,5.8700327873,,
"HUN","Hungary","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,5.4911665916,"B","Break"
"HUN","Hungary","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,4.941599369,,
"HUN","Hungary","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,5.2084517479,,
"HUN","Hungary","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,4.9707269669,,
"HUN","Hungary","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,5.4009819031,,
"HUN","Hungary","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,4.9817528725,,
"HUN","Hungary","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,4.630382061,,
"HUN","Hungary","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,4.9430303574,,
"HUN","Hungary","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,4.4100255966,,
"HUN","Hungary","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,4.1880888939,,
"HUN","Hungary","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,4.3996863365,,
"HUN","Hungary","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,4.4574036598,,
"HUN","Hungary","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,4.7234964371,,
"HUN","Hungary","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2018","2018","PC","Percentage","0","Units",,,4.8771948814,,
"ISL","Iceland","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2000","2000","PC","Percentage","0","Units",,,12.658227921,,
"ISL","Iceland","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2001","2001","PC","Percentage","0","Units",,,13.258984566,,
"ISL","Iceland","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2002","2002","PC","Percentage","0","Units",,,13.688212395,,
"ISL","Iceland","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2003","2003","PC","Percentage","0","Units",,,11.68341732,"B","Break"
"ISL","Iceland","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,10.101010323,,
"ISL","Iceland","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,11.837239265,"B","Break"
"ISL","Iceland","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,12.371133804,,
"ISL","Iceland","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,11.580086708,,
"ISL","Iceland","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,9.9244880676,,
"ISL","Iceland","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,9.5693778992,,
"ISL","Iceland","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,9.9756698608,,
"ISL","Iceland","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,9.6107063293,,
"ISL","Iceland","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,9.375,,
"ISL","Iceland","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,9.5459833145,,
"ISL","Iceland","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,10.194729805,,
"ISL","Iceland","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,10.321865082,,
"ISL","Iceland","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,9.3220338821,,
"ISL","Iceland","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,8.6687297821,,
"ISL","Iceland","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2018","2018","PC","Percentage","0","Units",,,8.7087087631,,
"ISL","Iceland","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2000","2000","PC","Percentage","0","Units",,,6.4606742859,,
"ISL","Iceland","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2001","2001","PC","Percentage","0","Units",,,6.4697608948,,
"ISL","Iceland","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2002","2002","PC","Percentage","0","Units",,,6.4606742859,,
"ISL","Iceland","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2003","2003","PC","Percentage","0","Units",,,4.608938694,"B","Break"
"ISL","Iceland","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2004","2004","PC","Percentage","0","Units",,,5.7342658043,,
"ISL","Iceland","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2005","2005","PC","Percentage","0","Units",,,4.3956041336,"B","Break"
"ISL","Iceland","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2006","2006","PC","Percentage","0","Units",,,4.9531459808,,
"ISL","Iceland","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2007","2007","PC","Percentage","0","Units",,,4.5395588875,,
"ISL","Iceland","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2008","2008","PC","Percentage","0","Units",,,4.7496790886,,
"ISL","Iceland","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2009","2009","PC","Percentage","0","Units",,,4.8684210777,,
"ISL","Iceland","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2010","2010","PC","Percentage","0","Units",,,5.7516341209,,
"ISL","Iceland","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2011","2011","PC","Percentage","0","Units",,,5.9740262032,,
"ISL","Iceland","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2012","2012","PC","Percentage","0","Units",,,6.0567007065,,
"ISL","Iceland","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2013","2013","PC","Percentage","0","Units",,,5.7861633301,,
"ISL","Iceland","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2014","2014","PC","Percentage","0","Units",,,6.127450943,,
"ISL","Iceland","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,5.7279238701,,
"ISL","Iceland","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2016","2016","PC","Percentage","0","Units",,,5.158264637,,
"ISL","Iceland","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2017","2017","PC","Percentage","0","Units",,,5.3240737915,,
"ISL","Iceland","ENT2","Share of self-employed who are own-account workers","WOMEN","Women","TOTAL","Total","2018","2018","PC","Percentage","0","Units",,,5.5872292519,,
"IRL","Ireland","ENT2","Share of self-employed who are own-account workers","MEN","Men","TOTAL","Total","2000","2000","PC","Percentage","0","Units",,,15.62046814,,
