Unnamed: 0,Unnamed: 1,Unnamed: 2,Owners of new LLCs,Unnamed: 4,Unnamed: 5,Sole proprietors,Unnamed: 7,Unnamed: 8,Directors of new LCCS,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Owners of new LLCs.1,Unnamed: 15,Sole proprietors.1,Unnamed: 17,Directors of new LCCs,Unnamed: 19
Latvia,High income,2015,2921,6106,9027,166,237,403,2933,6165,9098,,Latvia2015,0.32358480115209926,0.6764151988479007,0.4119106699751861,0.5880893300248139,0.32237854473510663,0.6776214552648934
Latvia,High income,2016,2747,5637,8384,180,255,435,2758,5802,8560,,Latvia2016,0.32764790076335876,0.6723520992366412,0.41379310344827586,0.5862068965517241,0.32219626168224297,0.677803738317757
Latvia,High income,2017,2888,5687,8575,189,250,439,2894,5880,8774,,Latvia2017,0.3367930029154519,0.6632069970845481,0.4305239179954442,0.5694760820045558,0.32983815819466605,0.6701618418053339
Latvia,High income,2018,3197,6187,9384,155,282,437,3260,6500,9760,,Latvia2018,0.34068627450980393,0.6593137254901961,0.35469107551487417,0.6453089244851259,0.33401639344262296,0.6659836065573771
Lesotho,Lower middle income,,,,,,,,,,,,Lesotho,,,,,,
Lesotho,Lower middle income,2014,,,,,,,,,,,Lesotho2014,,,,,,
Lesotho,Lower middle income,2015,,,,,,,,,,,Lesotho2015,,,,,,
Lesotho,Lower middle income,2016,,,,,,,,,,,Lesotho2016,,,,,,
Lesotho,Lower middle income,2017,1116,2339,3455,,,,973,2313,3286,,Lesotho2017,0.32301013024602027,0.6769898697539798,,,0.29610468654899574,0.7038953134510043
Lesotho,Lower middle income,2018,2438,4821,7259,,,,2122,4611,6733,,Lesotho2018,0.3358589337374294,0.6641410662625706,,,0.3151641170354968,0.6848358829645032
Liberia,Low income,,,,,,,,,,,,Liberia,,,,,,
Liberia,Low income,2014,,,,1318,2522,3840,,,,,Liberia2014,,,0.34322916666666664,0.6567708333333333,,
Liberia,Low income,2015,,,,933,2157,3090,,,,,Liberia2015,,,0.30194174757281556,0.6980582524271844,,
Liberia,Low income,2016,,,,1340,2066,3406,,,,,Liberia2016,,,0.3934233705226072,0.6065766294773929,,
Liberia,Low income,2017,,,,1053,2430,3483,,,,,Liberia2017,,,0.3023255813953488,0.6976744186046512,,
Liberia,Low income,2018,,,,1420,2261,3681,,,,,Liberia2018,,,0.38576473784297743,0.6142352621570225,,
North Macedonia,Upper middle income,,,,,,,,,,,,North Macedonia,,,,,,
North Macedonia,Upper middle income,2014,1714,3746,5460,286,515,801,1695,3412,5107,,North Macedonia2014,0.3139194139194139,0.6860805860805861,0.3570536828963795,0.6429463171036205,0.33189739573134913,0.6681026042686509
North Macedonia,Upper middle income,2015,1848,3896,5744,262,621,883,1792,3593,5385,,North Macedonia2015,0.32172701949860727,0.6782729805013927,0.29671574178935445,0.7032842582106456,0.3327762302692665,0.6672237697307335
North Macedonia,Upper middle income,2016,1819,3710,5529,328,611,939,1753,3409,5162,,North Macedonia2016,0.3289925845541689,0.6710074154458311,0.34930777422790205,0.650692225772098,0.33959705540488183,0.6604029445951182
North Macedonia,Upper middle income,2017,1768,3491,5259,293,415,708,1722,3197,4919,,North Macedonia2017,0.3361855866134246,0.6638144133865754,0.4138418079096045,0.5861581920903954,0.3500711526733076,0.6499288473266924
North Macedonia,Upper middle income,2018,1532,3594,5126,191,354,545,1464,3224,4688,,North Macedonia2018,0.29886851346078813,0.7011314865392119,0.3504587155963303,0.6495412844036698,0.3122866894197952,0.6877133105802048
Malaysia,Upper middle income,,,,,,,,,,,,Malaysia,,,,,,
Malaysia,Upper middle income,2014,30571,68077,98648,107403,153802,261205,1942,3378,5320,,Malaysia2014,0.3098998459167951,0.6901001540832049,0.4111827874657836,0.5888172125342164,0.3650375939849624,0.6349624060150376
Malaysia,Upper middle income,2015,29048,68567,97615,127058,162384,289442,2397,3983,6380,,Malaysia2015,0.2975772166162987,0.7024227833837012,0.4389756842476213,0.5610243157523788,0.375705329153605,0.624294670846395
Malaysia,Upper middle income,2016,26899,63112,90011,136492,168252,304744,3015,4863,7878,,Malaysia2016,0.2988412527357767,0.7011587472642232,0.44789068857795394,0.552109311422046,0.3827113480578827,0.6172886519421172
Malaysia,Upper middle income,2017,32052,77343,109395,212655,260428,473083,3200,5041,8241,,Malaysia2017,0.2929932812285753,0.7070067187714246,0.44950885996748985,0.5504911400325102,0.38830239048659143,0.6116976095134086
Malaysia,Upper middle income,2018,30301,74836,105137,181561,227602,409163,3248,5039,8287,,Malaysia2018,0.28820491358893635,0.7117950864110637,0.4437375813551079,0.5562624186448921,0.39193918185109206,0.6080608181489079
Mali,Low income,,,,,,,,,,,,Mali,,,,,,
Mali,Low income,2014,,,,,,,,,,,Mali2014,,,,,,
Mali,Low income,2015,,,,,,,,,,,Mali2015,,,,,,
Mali,Low income,2016,,,,,,,,,,,Mali2016,,,,,,
Mali,Low income,2017,,,,,,,,,,,Mali2017,,,,,,
Mali,Low income,2018,274,3005,3279,,,,1008,6960,7968,,Mali2018,0.0835620616041476,0.9164379383958524,,,0.12650602409638553,0.8734939759036144
Malta,High income,,,,,,,,,,,,Malta,,,,,,
Malta,High income,2014,745,3429,4174,1169,2221,3390,725,4796,5521,,Malta2014,0.17848586487781504,0.821514135122185,0.3448377581120944,0.6551622418879056,0.13131679043651512,0.8686832095634849
Malta,High income,2015,691,4001,4692,1361,2740,4101,768,5653,6421,,Malta2015,0.14727195225916453,0.8527280477408354,0.3318702755425506,0.6681297244574494,0.119607537766703,0.880392462233297
Malta,High income,2016,766,3647,4413,1505,2646,4151,877,5488,6365,,Malta2016,0.17357806480852028,0.8264219351914798,0.3625632377740304,0.6374367622259697,0.1377847604084839,0.8622152395915161
Malta,High income,2017,748,3887,4635,2055,3513,5568,819,5903,6722,,Malta2017,0.16138079827400215,0.8386192017259978,0.36907327586206895,0.630926724137931,0.12183873847069325,0.8781612615293067
Malta,High income,2018,931,4746,5677,2691,4672,7363,1044,7183,8227,,Malta2018,0.16399506781750925,0.8360049321824907,0.3654760287926117,0.6345239712073882,0.12689923422875896,0.8731007657712411
Mauritania,Lower middle income,,,,,,,,,,,,Mauritania,,,,,,
Mauritania,Lower middle income,2014,,,,,,,,,,,Mauritania2014,,,,,,
Mauritania,Lower middle income,2015,15,204,219,115,903,1018,,,,,Mauritania2015,0.0684931506849315,0.9315068493150684,0.11296660117878192,0.8870333988212181,,
Mauritania,Lower middle income,2016,81,913,994,492,2854,3346,,,,,Mauritania2016,0.08148893360160966,0.9185110663983903,0.1470412432755529,0.8529587567244471,,
Mauritania,Lower middle income,2017,82,1040,1122,305,2280,2585,,,,,Mauritania2017,0.07308377896613191,0.9269162210338681,0.11798839458413926,0.8820116054158608,,
Mauritania,Lower middle income,2018,105,854,959,299,2523,2822,,,,,Mauritania2018,0.10948905109489052,0.8905109489051095,0.10595322466335932,0.8940467753366407,,
Mauritius,Upper middle income,,,,,,,,,,,,Mauritius,,,,,,
Mauritius,Upper middle income,2014,2363,4728,7091,3238,6943,10181,1040,3557,4597,,Mauritius2014,0.33323931744464813,0.6667606825553518,0.31804341420292703,0.681956585797073,0.22623450076136611,0.7737654992386339
Mauritius,Upper middle income,2015,2448,5497,7945,3293,6849,10142,1987,7920,9907,,Mauritius2015,0.308118313404657,0.691881686595343,0.32468941037270754,0.6753105896272924,0.20056525688906834,0.7994347431109317
Mauritius,Upper middle income,2016,2950,5901,8851,4578,5936,10514,2619,9487,12106,,Mauritius2016,0.33329567280533273,0.6667043271946673,0.43541944074567246,0.5645805592543276,0.21633900545184206,0.783660994548158
Mauritius,Upper middle income,2017,2919,5838,8757,4194,6278,10472,3008,10475,13483,,Mauritius2017,0.3333333333333333,0.6666666666666666,0.4004965622612681,0.5995034377387318,0.22309575020396055,0.7769042497960394
Mauritius,Upper middle income,2018,1645,6640,8285,3491,6981,10472,3399,11051,14450,,Mauritius2018,0.19855159927579963,0.8014484007242003,0.33336516424751717,0.6666348357524828,0.2352249134948097,0.7647750865051903
Mexico,Upper middle income,,,,,,,,,,,,Mexico,,,,,,
Mexico,Upper middle income,2014,,,,,,,,,,,Mexico2014,,,,,,
Mexico,Upper middle income,2015,,,,,,,,,,,Mexico2015,,,,,,
Mexico,Upper middle income,2016,,,,808,1498,2306,,,,,Mexico2016,,,0.35039028620988727,0.6496097137901128,,
Mexico,Upper middle income,2017,,,,1579,4449,6028,,,,,Mexico2017,,,0.2619442601194426,0.7380557398805574,,
Mexico,Upper middle income,2018,,,,2244,5822,8066,,,,,Mexico2018,,,0.2782048103149021,0.7217951896850979,,
Mongolia,Lower middle income,,,,,,,,,,,,Mongolia,,,,,,
Mongolia,Lower middle income,2014,5692,12029,17721,4302,7397,11699,4332,8972,13304,,Mongolia2014,0.3212008351673156,0.6787991648326844,0.3677237370715446,0.6322762629284554,0.32561635598316296,0.674383644016837
Mongolia,Lower middle income,2015,5351,10543,15894,3993,6429,10422,4102,7884,11986,,Mongolia2015,0.33666792500314585,0.6633320749968542,0.38313183649971216,0.6168681635002878,0.3422326047054897,0.6577673952945102
Mongolia,Lower middle income,2016,6079,10750,16829,4583,6790,11373,4907,8050,12957,,Mongolia2016,0.3612217006358072,0.6387782993641927,0.40297195111228346,0.5970280488877165,0.3787142085359265,0.6212857914640735
Mongolia,Lower middle income,2017,7373,12940,20313,5388,7789,13177,5766,9719,15485,,Mongolia2017,0.3629695269039531,0.6370304730960469,0.4088942854974577,0.5911057145025423,0.3723603487245722,0.6276396512754279
Mongolia,Lower middle income,2018,8135,13950,22085,5556,7896,13452,6203,10155,16358,,Mongolia2018,0.368349558523885,0.631650441476115,0.4130240856378234,0.5869759143621767,0.37920283653258346,0.6207971634674165
Morocco,Lower middle income,,,,,,,,,,,,Morocco,,,,,,
Morocco,Lower middle income,2014,7504,40582,48086,,,,4290,36333,40623,,Morocco2014,0.1560537370544441,0.8439462629455559,,,0.10560519902518278,0.8943948009748173
Morocco,Lower middle income,2015,8618,43438,52056,,,,5240,36658,41898,,Morocco2015,0.16555248194252345,0.8344475180574765,,,0.12506563559119768,0.8749343644088023
Morocco,Lower middle income,2016,10306,50219,60525,,,,6224,40508,46732,,Morocco2016,0.17027674514663363,0.8297232548533664,,,0.13318496961396903,0.866815030386031
Morocco,Lower middle income,2017,7896,34739,42635,,,,6378,40075,46453,,Morocco2017,0.1851999530901841,0.8148000469098159,,,0.13730006673411835,0.8626999332658817
Morocco,Lower middle income,2018,11225,56003,67228,35532,51132,86664,6880,45440,52320,,Morocco2018,0.16696912000951986,0.8330308799904802,0.40999723068402105,0.590002769315979,0.13149847094801223,0.8685015290519877
Myanmar,Lower middle income,,,,,,,,,,,,Myanmar,,,,,,
Myanmar,Lower middle income,2014,,,,,,,4612,9560,14172,,Myanmar2014,,,,,,
Myanmar,Lower middle income,2015,,,,,,,4738,9609,14347,,Myanmar2015,,,,,,
Myanmar,Lower middle income,2016,,,,,,,6626,13299,19925,,Myanmar2016,,,,,,
Myanmar,Lower middle income,2017,,,,,,,7083,15414,22497,,Myanmar2017,,,,,,
Myanmar,Lower middle income,2018,2949,7091,10040,,,,11043,27244,38287,,Myanmar2018,0.2937250996015936,0.7062749003984063,,,0.2884268811868258,0.7115731188131742
Nepal,Low income,,,,,,,,,,,,Nepal,,,,,,
Nepal,Low income,2014,2062,11240,13302,575,4929,5504,726,4332,5058,,Nepal2014,0.155014283566381,0.844985716433619,0.10446947674418605,0.895530523255814,0.1435349940688019,0.8564650059311981
Nepal,Low income,2015,2392,11705,14097,722,5240,5962,624,3218,3842,,Nepal2015,0.16968149251613818,0.8303185074838618,0.12110030191211003,0.8788996980878899,0.16241540864133264,0.8375845913586674
Nepal,Low income,2016,3057,16175,19232,922,7522,8444,749,4366,5115,,Nepal2016,0.15895382695507487,0.8410461730449251,0.10918995736617716,0.8908100426338228,0.1464320625610948,0.8535679374389051
Nepal,Low income,2017,3276,18302,21578,1036,8321,9357,852,4850,5702,,Nepal2017,0.15182129947168413,0.8481787005283159,0.1107192476221011,0.8892807523778989,0.14942125569975448,0.8505787443002455
Nepal,Low income,2018,3760,22700,26460,1078,10574,11652,963,6086,7049,,Nepal2018,0.1421012849584278,0.8578987150415722,0.09251630621352558,0.9074836937864744,0.13661512271244147,0.8633848772875585
Netherlands,High income,,,,,,,,,,,,Netherlands,,,,,,
Netherlands,High income,2014,3722,18226,21948,50812,76463,127275,,,,,Netherlands2014,0.16958264989976307,0.8304173501002369,0.3992300137497545,0.6007699862502456,,
Netherlands,High income,2015,3899,18133,22032,52380,76551,128931,,,,,Netherlands2015,0.17696986201888162,0.8230301379811183,0.40626381552923657,0.5937361844707635,,
Netherlands,High income,2016,3886,18824,22710,57012,75744,132756,,,,,Netherlands2016,0.17111404667547336,0.8288859533245266,0.4294495164060381,0.5705504835939619,,
Netherlands,High income,2017,4237,20056,24293,57014,81009,138023,,,,,Netherlands2017,0.17441238216770263,0.8255876178322974,0.4130760815226448,0.5869239184773553,,
Netherlands,High income,2018,4697,21681,26378,63863,95858,159721,,,,,Netherlands2018,0.1780650542118432,0.8219349457881568,0.3998409726961389,0.6001590273038611,,
Nigeria,Lower middle income,,,,,,,,,,,,Nigeria,,,,,,
Nigeria,Lower middle income,2014,,,,,,,,,,,Nigeria2014,,,,,,
Nigeria,Lower middle income,2015,144300,299571,443871,24697,48096,72793,61938,131536,193474,,Nigeria2015,0.3250944531181357,0.6749055468818643,0.3392771282953031,0.6607228717046969,0.32013603895097015,0.6798639610490298
Nigeria,Lower middle income,2016,162372,332884,495256,37188,73478,110666,63622,136772,200394,,Nigeria2016,0.327854685253687,0.672145314746313,0.33603816890463195,0.663961831095368,0.31748455542581117,0.6825154445741889
Nigeria,Lower middle income,2017,170520,336890,507410,47183,93862,141045,65634,136476,202110,,Nigeria2017,0.3360595967757829,0.6639404032242171,0.3345244425537949,0.6654755574462051,0.3247439513136411,0.6752560486863589
Nigeria,Lower middle income,2018,178937,354579,533516,109376,221977,331353,72479,143500,215979,,Nigeria2018,0.3353920032388907,0.6646079967611093,0.33008905910011377,0.6699109408998862,0.3355835521046028,0.6644164478953972
Norway,High income,,,,,,,,,,,,Norway,,,,,,
Norway,High income,2014,,,,830,1663,2493,2679,12114,14793,,Norway2014,,,0.33293221018852787,0.6670677898114721,,
Norway,High income,2015,1770,5570,7340,969,1969,2938,2974,13464,16438,,Norway2015,0.24114441416893734,0.7588555858310627,0.3298162014976174,0.6701837985023825,0.1809222533154885,0.8190777466845115
Norway,High income,2016,6000,20216,26216,1133,2080,3213,3026,13977,17003,,Norway2016,0.22886786695148,0.77113213304852,0.35262994086523497,0.647370059134765,0.17796859377756866,0.8220314062224313
Norway,High income,2017,6571,21862,28433,1822,3522,5344,3338,15309,18647,,Norway2017,0.231104702282559,0.768895297717441,0.34094311377245506,0.6590568862275449,0.1790100284228026,0.8209899715771974
Norway,High income,2018,6843,21902,28745,2122,4168,6290,3521,15627,19148,,Norway2018,0.23805879283353626,0.7619412071664637,0.3373608903020668,0.6626391096979333,0.1838834343012325,0.8161165656987674
Oman,High income,,,,,,,,,,,,Oman,,,,,,
Oman,High income,2014,1298,6215,7513,2978,9912,12890,797,5794,6591,,Oman2014,0.17276720351390923,0.8272327964860908,0.23103180760279285,0.7689681923972072,0.12092247003489608,0.8790775299651039
Oman,High income,2015,2308,12259,14567,3604,12655,16259,1207,10564,11771,,Oman2015,0.15844031029038236,0.8415596897096176,0.22166184882219078,0.7783381511778092,0.10254014102455186,0.8974598589754481
Oman,High income,2016,2330,13307,15637,5512,17570,23082,1447,11613,13060,,Oman2016,0.14900556372705762,0.8509944362729424,0.23880079715795857,0.7611992028420415,0.11079632465543644,0.8892036753445636
Oman,High income,2017,2229,11447,13676,4127,11390,15517,1169,9430,10599,,Oman2017,0.1629862532904358,0.8370137467095642,0.265966359476703,0.734033640523297,0.11029342390791584,0.8897065760920841
Oman,High income,2018,1644,10265,11909,3720,8796,12516,1112,9413,10525,,Oman2018,0.13804685531950625,0.8619531446804938,0.2972195589645254,0.7027804410354745,0.10565320665083136,0.8943467933491687
Pakistan,Lower middle income,,,,,,,,,,,,Pakistan,,,,,,
Pakistan,Lower middle income,2014,2013,10330,12343,,,,2259,9968,12227,,Pakistan2014,0.1630883901806692,0.8369116098193308,,,0.18475505029851966,0.8152449497014803
Pakistan,Lower middle income,2015,2158,11677,13835,,,,2167,11757,13924,,Pakistan2015,0.15598120708348392,0.844018792916516,,,0.15563056592933064,0.8443694340706693
Pakistan,Lower middle income,2016,2631,13999,16630,,,,2705,13839,16544,,Pakistan2016,0.1582080577269994,0.8417919422730006,,,0.16350338491295938,0.8364966150870407
Pakistan,Lower middle income,2017,3554,19038,22592,,,,3440,18613,22053,,Pakistan2017,0.15731232294617564,0.8426876770538244,,,0.1559878474583957,0.8440121525416043
Pakistan,Lower middle income,2018,5198,30817,36015,,,,3950,23572,27522,,Pakistan2018,0.14432875190892683,0.8556712480910732,,,0.14352154639924425,0.8564784536007558
Philippines,Lower middle income,,,,,,,,,,,,Philippines,,,,,,
Philippines,Lower middle income,2014,,,,,,,,,,,Philippines2014,,,,,,
Philippines,Lower middle income,2015,,,,143527,131650,275177,,,,,Philippines2015,,,0.5215806553600046,0.47841934463999536,,
Philippines,Lower middle income,2016,,,,149760,132465,282225,,,,,Philippines2016,,,0.5306404464522987,0.4693595535477013,,
Philippines,Lower middle income,2017,,,,,,,,,,,Philippines2017,,,,,,
Philippines,Lower middle income,2018,,,,,,,,,,,Philippines2018,,,,,,
Poland,High income,,,,,,,,,,,,Poland,,,,,,
Poland,High income,2014,,,,122572,184969,307541,,,,,Poland2014,,,0.39855498941604534,0.6014450105839546,,
Poland,High income,2015,,,,111168,183735,294903,,,,,Poland2015,,,0.3769646290475173,0.6230353709524826,,
Poland,High income,2016,,,,101332,185556,286888,,,,,Poland2016,,,0.3532110091743119,0.6467889908256881,,
Poland,High income,2017,,,,,,,,,,,Poland2017,,,,,,
Poland,High income,2018,,,,,,,,,,,Poland2018,,,,,,
Qatar,High income,,,,,,,,,,,,Qatar,,,,,,
Qatar,High income,2014,721,4719,5440,815,1964,2779,511,5925,6436,,Qatar2014,0.13253676470588235,0.8674632352941176,0.293270960777258,0.706729039222742,0.07939714108141703,0.920602858918583
Qatar,High income,2015,1067,6665,7732,843,2443,3286,468,5306,5774,,Qatar2015,0.13799793067770305,0.862002069322297,0.2565429093122337,0.7434570906877663,0.08105299618981641,0.9189470038101836
Qatar,High income,2016,1271,8525,9796,782,2872,3654,449,4774,5223,,Qatar2016,0.12974683544303797,0.870253164556962,0.2140120415982485,0.7859879584017515,0.08596591996936627,0.9140340800306337
Qatar,High income,2017,1600,11309,12909,1094,3932,5026,589,6551,7140,,Qatar2017,0.12394453482066775,0.8760554651793322,0.21766812574612018,0.7823318742538798,0.08249299719887955,0.9175070028011204
Qatar,High income,2018,1863,12975,14838,1057,3835,4892,585,6744,7329,,Qatar2018,0.12555600485240598,0.874443995147594,0.2160670482420278,0.7839329517579722,0.07981989357347523,0.9201801064265248
Romania,Upper middle income,,,,,,,,,,,,Romania,,,,,,
Romania,Upper middle income,2014,29108,50033,79141,13751,16689,30440,22815,42384,65199,,Romania2014,0.3677992443866011,0.6322007556133988,0.45174113009198424,0.5482588699080158,0.34992867988772836,0.6500713201122716
Romania,Upper middle income,2015,33708,53948,87656,13635,18296,31931,26826,46126,72952,,Romania2015,0.3845486903349457,0.6154513096650543,0.42701450001565877,0.5729854999843412,0.36772124136418466,0.6322787586358153
Romania,Upper middle income,2016,38050,59196,97246,8553,12217,20770,31056,51783,82839,,Romania2016,0.39127573370627067,0.6087242662937293,0.4117958594126144,0.5882041405873857,0.37489588237424404,0.625104117625756
Romania,Upper middle income,2017,50719,77638,128357,9790,14203,23993,41347,68029,109376,,Romania2017,0.3951401170173812,0.6048598829826188,0.40803567707247945,0.5919643229275205,0.3780262580456407,0.6219737419543593
Romania,Upper middle income,2018,47464,73628,121092,10095,14386,24481,39611,65611,105222,,Romania2018,0.3919664387407921,0.6080335612592078,0.4123606061843879,0.5876393938156121,0.3764516926118112,0.6235483073881888
Rwanda,Low income,,,,,,,,,,,,Rwanda,,,,,,
Rwanda,Low income,2014,,,,1335,2546,3881,2671,7239,9910,,Rwanda2014,,,0.34398350940479255,0.6560164905952074,,
Rwanda,Low income,2015,,,,1191,2032,3223,2542,7191,9733,,Rwanda2015,,,0.3695314923983866,0.6304685076016134,,
Rwanda,Low income,2016,,,,1065,1964,3029,2641,7394,10035,,Rwanda2016,,,0.35160118851105976,0.6483988114889403,,
Rwanda,Low income,2017,,,,1320,2180,3500,2623,7373,9996,,Rwanda2017,,,0.37714285714285717,0.6228571428571429,,
Rwanda,Low income,2018,,,,1699,2390,4089,2767,7786,10553,,Rwanda2018,,,0.41550501345072144,0.5844949865492786,,
Samoa,Upper middle income,,,,,,,,,,,,Samoa,,,,,,
Samoa,Upper middle income,2014,122,216,338,,,,75,225,300,,Samoa2014,0.3609467455621302,0.6390532544378699,,,0.25,0.75
Samoa,Upper middle income,2015,99,159,258,,,,76,184,260,,Samoa2015,0.38372093023255816,0.6162790697674418,,,0.2923076923076923,0.7076923076923077
Samoa,Upper middle income,2016,62,109,171,,,,79,124,203,,Samoa2016,0.36257309941520466,0.6374269005847953,,,0.3891625615763547,0.6108374384236454
Samoa,Upper middle income,2017,100,179,279,,,,74,202,276,,Samoa2017,0.35842293906810035,0.6415770609318996,,,0.26811594202898553,0.7318840579710145
Samoa,Upper middle income,2018,85,167,252,,,,54,140,194,,Samoa2018,0.3373015873015873,0.6626984126984127,,,0.27835051546391754,0.7216494845360825
Saudi Arabia,High income,,,,,,,,,,,,Saudi Arabia,,,,,,
Saudi Arabia,High income,2014,,,,,,,,,,,Saudi Arabia2014,,,,,,
Saudi Arabia,High income,2015,,,,,,,,,,,Saudi Arabia2015,,,,,,
Saudi Arabia,High income,2016,1322,7960,9282,,,,281,2977,3258,,Saudi Arabia2016,0.14242620124973066,0.8575737987502693,,,0.08624923265807244,0.9137507673419276
Saudi Arabia,High income,2017,1815,10575,12390,,,,450,4241,4691,,Saudi Arabia2017,0.14648910411622276,0.8535108958837773,,,0.09592837348113409,0.904071626518866
Saudi Arabia,High income,2018,2435,14242,16677,,,,675,5660,6335,,Saudi Arabia2018,0.14600947412604184,0.8539905258739582,,,0.10655090765588003,0.89344909234412
Senegal,Lower middle income,,,,,,,,,,,,Senegal,,,,,,
Senegal,Lower middle income,2014,,,,7071,23980,31051,,,,,Senegal2014,,,0.22772213455283244,0.7722778654471676,,
Senegal,Lower middle income,2015,,,,8460,26432,34892,,,,,Senegal2015,,,0.24246245557720966,0.7575375444227903,,
Senegal,Lower middle income,2016,,,,8991,26876,35867,,,,,Senegal2016,,,0.25067610895809517,0.7493238910419048,,
Senegal,Lower middle income,2017,,,,10145,27434,37579,,,,,Senegal2017,,,0.26996460789270604,0.730035392107294,,
Senegal,Lower middle income,2018,,,,11426,31240,42666,,,,,Senegal2018,,,0.267801059391553,0.732198940608447,,
Serbia,Upper middle income,,,,,,,,,,,,Serbia,,,,,,
Serbia,Upper middle income,2014,2514,6161,8675,11394,17239,28633,1992,5195,7187,,Serbia2014,0.28979827089337173,0.7102017291066283,0.39793245555827195,0.602067544441728,0.277167107277028,0.722832892722972
Serbia,Upper middle income,2015,2392,5922,8314,13077,19811,32888,1924,5109,7033,,Serbia2015,0.2877074813567477,0.7122925186432524,0.3976222330333252,0.6023777669666748,0.2735674676524954,0.7264325323475046
Serbia,Upper middle income,2016,2308,6421,8729,12765,20336,33101,1874,5545,7419,,Serbia2016,0.26440600297857714,0.7355939970214228,0.3856378961360684,0.6143621038639316,0.2525946893112279,0.747405310688772
Serbia,Upper middle income,2017,2474,6891,9365,12964,21187,34151,2020,5655,7675,,Serbia2017,0.26417512012813665,0.7358248798718633,0.3796082105941261,0.6203917894058739,0.26319218241042347,0.7368078175895766
Serbia,Upper middle income,2018,2381,6553,8934,13712,23338,37050,2044,5541,7585,,Serbia2018,0.2665099619431386,0.7334900380568614,0.3700944669365722,0.6299055330634278,0.26947923533289386,0.7305207646671061
Slovak Republic,High income,,,,,,,,,,,,Slovak Republic,,,,,,
Slovak Republic,High income,2014,,,,9059,22863,31922,,,,,Slovak Republic2014,,,0.2837854771004323,0.7162145228995677,,
Slovak Republic,High income,2015,,,,9579,23327,32906,,,,,Slovak Republic2015,,,0.29110192670029783,0.7088980732997022,,
Slovak Republic,High income,2016,,,,8339,19881,28220,,,,,Slovak Republic2016,,,0.2954996456413891,0.7045003543586109,,
Slovak Republic,High income,2017,,,,15335,35692,51027,,,,,Slovak Republic2017,,,0.3005271718893919,0.6994728281106081,,
Slovak Republic,High income,2018,,,,15656,38737,54393,,,,,Slovak Republic2018,,,0.28783115474417664,0.7121688452558234,,
Slovenia,High income,,,,,,,,,,,,Slovenia,,,,,,
Slovenia,High income,2014,1141,2737,3878,4934,8725,13659,1786,3569,5355,,Slovenia2014,0.29422382671480146,0.7057761732851986,0.36122702979720334,0.6387729702027967,0.33352007469654527,0.6664799253034547
Slovenia,High income,2015,1052,2787,3839,5506,8967,14473,1307,3362,4669,,Slovenia2015,0.27402969523313364,0.7259703047668664,0.38043252953775997,0.61956747046224,0.2799314628400086,0.7200685371599914
Slovenia,High income,2016,985,2510,3495,5865,9300,15165,1014,2515,3529,,Slovenia2016,0.28183118741058655,0.7181688125894135,0.3867457962413452,0.6132542037586548,0.28733352224426184,0.7126664777557382
Slovenia,High income,2017,1043,2611,3654,5870,9147,15017,1127,2603,3730,,Slovenia2017,0.28544061302681994,0.7145593869731801,0.3908903242991277,0.6091096757008724,0.3021447721179625,0.6978552278820376
Slovenia,High income,2018,950,2577,3527,6045,9805,15850,974,2438,3412,,Slovenia2018,0.26935072299404594,0.7306492770059541,0.3813880126182965,0.6186119873817034,0.2854630715123095,0.7145369284876905
Somalia,Low income,,,,,,,,,,,,Somalia,,,,,,
Somalia,Low income,2014,,,,,,,,,,,Somalia2014,,,,,,
Somalia,Low income,2015,,,,,,,,,,,Somalia2015,,,,,,
Somalia,Low income,2016,,,,53,276,329,21,394,415,,Somalia2016,,,0.16109422492401215,0.8389057750759878,,
Somalia,Low income,2017,,,,37,267,304,13,577,590,,Somalia2017,,,0.12171052631578948,0.8782894736842105,,
Somalia,Low income,2018,,,,,,,,,,,Somalia2018,,,,,,
St. Lucia,Upper middle income,,,,,,,,,,,,St. Lucia,,,,,,
St. Lucia,Upper middle income,2014,,,,,,,,,,,St. Lucia2014,,,,,,
St. Lucia,Upper middle income,2015,108,178,286,,,,,,,,St. Lucia2015,0.3776223776223776,0.6223776223776224,,,,
St. Lucia,Upper middle income,2016,70,212,282,,,,,,,,St. Lucia2016,0.24822695035460993,0.75177304964539,,,,
St. Lucia,Upper middle income,2017,,,,,,,,,,,St. Lucia2017,,,,,,
St. Lucia,Upper middle income,2018,,,,,,,,,,,St. Lucia2018,,,,,,
Suriname,Upper middle income,,,,,,,,,,,,Suriname,,,,,,
Suriname,Upper middle income,2014,,,,571,1202,1773,,,,,Suriname2014,,,0.32205301748448956,0.6779469825155104,,
Suriname,Upper middle income,2015,,,,557,1284,1841,,,,,Suriname2015,,,0.3025529603476372,0.6974470396523629,,
Suriname,Upper middle income,2016,,,,592,1373,1965,,,,,Suriname2016,,,0.30127226463104323,0.6987277353689567,,
Suriname,Upper middle income,2017,,,,,,,,,,,Suriname2017,,,,,,
Suriname,Upper middle income,2018,,,,587,1139,1726,,,,,Suriname2018,,,0.34009269988412516,0.6599073001158748,,
Sweden,High income,,,,,,,,,,,,Sweden,,,,,,
Sweden,High income,2014,,,,,,,,,,,Sweden2014,,,,,,
Sweden,High income,2015,,,,,,,,,,,Sweden2015,,,,,,
